move_id,pokemon_id,is_egg_move,is_levelup_move,is_tm_move,levelup_level,move_name
303edc1c-49d7-4e36-a0a6-d56ae8d54fda,e78f3717-20b5-4564-824d-ce6dbb3a10ac,false,true,false,TM227,Alluring Voice
35a14272-fb45-4789-b306-cc04e368adbd,e78f3717-20b5-4564-824d-ce6dbb3a10ac,false,true,false,TM229,Upper Hand
2d16fcdc-482e-4c4f-835f-e73ecc5c89e1,e78f3717-20b5-4564-824d-ce6dbb3a10ac,false,false,true,,Flail
1a357153-9e6b-4648-ab8d-4fb361d9b3f8,e78f3717-20b5-4564-824d-ce6dbb3a10ac,false,false,true,,Present
56fb7032-76b1-4f23-a4bd-9b78729f83f7,e78f3717-20b5-4564-824d-ce6dbb3a10ac,false,false,true,,Fake Out
7c649ed3-8d8b-4c2f-864b-b5a779fd39e3,e78f3717-20b5-4564-824d-ce6dbb3a10ac,false,false,true,,Charge
d8ce167d-3523-46f9-a7e3-1b10703e298f,e78f3717-20b5-4564-824d-ce6dbb3a10ac,false,false,true,,Wish
3a7a81f2-e699-40de-942f-fcaba1e43a99,e78f3717-20b5-4564-824d-ce6dbb3a10ac,false,false,true,,Tickle
0f9132a7-2f3b-45c6-bbce-1118b1fb220c,e78f3717-20b5-4564-824d-ce6dbb3a10ac,false,false,true,,Disarming Voice
8f2e8bf4-86be-4ab1-9827-1a0af6c2858a,e78f3717-20b5-4564-824d-ce6dbb3a10ac,false,false,true,,Volt Tackle
