id,name,dex_num,type,is_pre_evolution,weight,gender_ratio,is_mythical,is_legendary,is_max,is_mega,mandatory_item_name,base_stats
0272e20c-f3a7-454f-a443-94a28898170f,Cradily,346,"[""Rock"",""Grass""]",false,60.4,0.875,false,false,false,false,,"{""hp"":86,""atk"":81,""def"":97,""spa"":81,""spd"":107,""spe"":43}"
02870de0-95c2-4491-9c0d-381cd64881ab,Silvally-Dark,773,"[""Dark""]",false,100.5,,false,false,false,false,Dark Memory,"{""hp"":95,""atk"":95,""def"":95,""spa"":95,""spd"":95,""spe"":95}"
02a41b0f-619a-4145-82b0-4a946cd76e0c,Pumpkaboo-Super,710,"[""Ghost"",""Grass""]",true,15,,false,false,false,false,,"{""hp"":59,""atk"":66,""def"":70,""spa"":44,""spd"":55,""spe"":41}"
036e366a-6664-457c-b792-eb9a3844f7d7,Sinistea-Antique,854,"[""Ghost""]",true,0.2,,false,false,false,false,,"{""hp"":40,""atk"":45,""def"":45,""spa"":74,""spd"":54,""spe"":50}"
03e18125-fab6-4134-81f1-081d4e3d89b0,Cetoddle,974,"[""Ice""]",true,45,,false,false,false,false,,"{""hp"":108,""atk"":68,""def"":45,""spa"":30,""spd"":40,""spe"":43}"
03f5048a-d4a7-42ae-868e-cef5504c1e03,Genesect-Douse,649,"[""Bug"",""Steel""]",false,82.5,,false,false,false,false,Douse Drive,"{""hp"":71,""atk"":120,""def"":95,""spa"":120,""spd"":95,""spe"":99}"
040d7dde-cee8-468d-93ea-13962f1637ea,Lucario,448,"[""Fighting"",""Steel""]",false,54,0.875,false,false,false,false,,"{""hp"":70,""atk"":110,""def"":70,""spa"":115,""spd"":70,""spe"":90}"
042628ba-428f-4ef2-a16c-f3b2544f8e69,Espeon,196,"[""Psychic""]",false,26.5,0.875,false,false,false,false,,"{""hp"":65,""atk"":65,""def"":60,""spa"":130,""spd"":95,""spe"":110}"
04530155-9b2f-4fd7-8365-02942252b333,Naganadel,804,"[""Poison"",""Dragon""]",false,150,,false,false,false,false,,"{""hp"":73,""atk"":73,""def"":73,""spa"":127,""spd"":73,""spe"":121}"
04b047a5-3a46-45ac-b26f-ab6c27ad9dce,Voltorb,100,"[""Electric""]",true,10.4,,false,false,false,false,,"{""hp"":40,""atk"":30,""def"":50,""spa"":55,""spd"":55,""spe"":100}"
04e9a175-bfb7-4da7-82f8-62da5c0eda57,Togedemaru,777,"[""Electric"",""Steel""]",false,3.3,,false,false,false,false,,"{""hp"":65,""atk"":98,""def"":63,""spa"":40,""spd"":73,""spe"":96}"
04ec294a-ada5-455d-9300-355114a904f3,Gastrodon,423,"[""Water"",""Ground""]",false,29.9,,false,false,false,false,,"{""hp"":111,""atk"":83,""def"":68,""spa"":92,""spd"":82,""spe"":39}"
04ef3c1c-8474-45b9-9977-8f9234bc461a,Golduck,55,"[""Water""]",false,76.6,,false,false,false,false,,"{""hp"":80,""atk"":82,""def"":78,""spa"":95,""spd"":80,""spe"":85}"
0537ce27-c876-43c6-a4c7-6763820baef7,Flygon,330,"[""Ground"",""Dragon""]",false,82,,false,false,false,false,,"{""hp"":80,""atk"":100,""def"":80,""spa"":80,""spd"":80,""spe"":100}"
0543620f-b6ac-42b0-bb41-2c44dceae9ed,Iron Treads,990,"[""Ground"",""Steel""]",false,240,,false,false,false,false,,"{""hp"":90,""atk"":112,""def"":120,""spa"":72,""spd"":70,""spe"":106}"
05bdb0bc-5f2f-400a-b0cd-645f57f1761a,Medicham,308,"[""Fighting"",""Psychic""]",false,31.5,,false,false,false,false,,"{""hp"":60,""atk"":60,""def"":75,""spa"":60,""spd"":75,""spe"":80}"
05c08297-ccb2-48ab-9af2-f28385f86e25,Greninja-Bond,658,"[""Water"",""Dark""]",false,40,,false,false,false,false,,"{""hp"":72,""atk"":95,""def"":67,""spa"":103,""spd"":71,""spe"":122}"
05fe2766-1278-4239-8b2d-6cb2d9b337ac,Primeape,57,"[""Fighting""]",true,32,,false,false,false,false,,"{""hp"":65,""atk"":105,""def"":60,""spa"":60,""spd"":70,""spe"":95}"
064e31a0-7cbb-4026-bef2-aedd91eec130,Inteleon,818,"[""Water""]",false,45.2,0.875,false,false,false,false,,"{""hp"":70,""atk"":85,""def"":65,""spa"":125,""spd"":65,""spe"":120}"
06505950-638c-4a0c-84c6-8ab6103d0de8,Silvally-Ghost,773,"[""Ghost""]",false,100.5,,false,false,false,false,Ghost Memory,"{""hp"":95,""atk"":95,""def"":95,""spa"":95,""spd"":95,""spe"":95}"
065e359d-6d90-426b-bb06-5f9438f34c67,Croconaw,159,"[""Water""]",true,25,0.875,false,false,false,false,,"{""hp"":65,""atk"":80,""def"":80,""spa"":59,""spd"":63,""spe"":58}"
06bf55c0-c50c-4459-9a5a-adb673f03ff7,Dolliv,929,"[""Grass"",""Normal""]",true,11.9,,false,false,false,false,,"{""hp"":52,""atk"":53,""def"":60,""spa"":78,""spd"":78,""spe"":33}"
070833c8-416b-4514-81ca-423fa0aea849,Centiskorch-Gmax,851,"[""Fire"",""Bug""]",false,0,,false,false,true,false,,"{""hp"":100,""atk"":115,""def"":65,""spa"":90,""spd"":90,""spe"":65}"
0709f589-d523-4644-83f4-8349286ff757,Dartrix,723,"[""Grass"",""Flying""]",true,16,0.875,false,false,false,false,,"{""hp"":78,""atk"":75,""def"":75,""spa"":70,""spd"":70,""spe"":52}"
071407db-e7f0-43e8-b714-4d304d8012f9,Charizard-Mega-Y,6,"[""Fire"",""Flying""]",false,100.5,0.875,false,false,false,true,Charizardite Y,"{""hp"":78,""atk"":104,""def"":78,""spa"":159,""spd"":115,""spe"":100}"
072dcc72-a81e-47ff-bd96-cf2a427cbf21,Enamorus,905,"[""Fairy"",""Flying""]",false,48,,false,false,false,false,,"{""hp"":74,""atk"":115,""def"":70,""spa"":135,""spd"":80,""spe"":106}"
073b2cd8-34f0-48e5-b18c-b090e34110c3,Gardevoir-Mega,282,"[""Psychic"",""Fairy""]",false,48.4,,false,false,false,true,Gardevoirite,"{""hp"":68,""atk"":85,""def"":65,""spa"":165,""spd"":135,""spe"":100}"
073c4b04-cd22-4e40-82ca-217a9e5c36af,Snubbull,209,"[""Fairy""]",true,7.8,0.25,false,false,false,false,,"{""hp"":60,""atk"":80,""def"":50,""spa"":40,""spd"":40,""spe"":30}"
073d79c9-9cb3-464e-b852-9edbdf42686a,Zapdos,145,"[""Electric"",""Flying""]",false,52.6,,false,false,false,false,,"{""hp"":90,""atk"":90,""def"":85,""spa"":125,""spd"":90,""spe"":100}"
07bf275d-71de-4c7c-8eaa-e05461270fa0,Victreebel,71,"[""Grass"",""Poison""]",false,15.5,,false,false,false,false,,"{""hp"":80,""atk"":105,""def"":65,""spa"":100,""spd"":70,""spe"":70}"
07cda444-f0ef-49ea-9fd4-c5669529ab0a,Nidorina,30,"[""Poison""]",true,20,,false,false,false,false,,"{""hp"":70,""atk"":62,""def"":67,""spa"":55,""spd"":55,""spe"":56}"
07cf6ded-f088-4df2-9ee3-cd27006cee78,Meowscarada,908,"[""Grass"",""Dark""]",false,31.2,0.875,false,false,false,false,,"{""hp"":76,""atk"":110,""def"":70,""spa"":81,""spd"":70,""spe"":123}"
07e2ba71-d4e4-4129-bfd7-8a1925703964,Poliwag,60,"[""Water""]",true,12.4,,false,false,false,false,,"{""hp"":40,""atk"":50,""def"":40,""spa"":40,""spd"":40,""spe"":90}"
087456c5-c828-4e38-b3f3-0351a684afab,Bronzong,437,"[""Steel"",""Psychic""]",false,187,,false,false,false,false,,"{""hp"":67,""atk"":89,""def"":116,""spa"":79,""spd"":116,""spe"":33}"
08893bf4-abdc-4622-81b2-477d7c4f3e33,Bagon,371,"[""Dragon""]",true,42.1,,false,false,false,false,,"{""hp"":45,""atk"":75,""def"":60,""spa"":40,""spd"":30,""spe"":50}"
08d00a68-b474-42a0-9e00-576dc78f5ee0,Spewpa,665,"[""Bug""]",true,8.4,,false,false,false,false,,"{""hp"":45,""atk"":22,""def"":60,""spa"":27,""spd"":30,""spe"":29}"
08d82302-4c8c-445c-a5f1-1d8354442481,Morgrem,860,"[""Dark"",""Fairy""]",true,12.5,,false,false,false,false,,"{""hp"":65,""atk"":60,""def"":45,""spa"":75,""spd"":55,""spe"":70}"
08d8a4d4-bc1d-435f-b3d6-bcacf704ba26,Dialga,483,"[""Steel"",""Dragon""]",false,683,,false,true,false,false,,"{""hp"":100,""atk"":120,""def"":120,""spa"":150,""spd"":100,""spe"":90}"
08f1fda2-6e40-43cb-bd43-3e4ac9d5a37e,Mr. Mime,122,"[""Psychic"",""Fairy""]",false,54.5,,false,false,false,false,,"{""hp"":40,""atk"":45,""def"":65,""spa"":100,""spd"":120,""spe"":90}"
09131446-171c-4523-856d-e6b7f5054197,Cryogonal,615,"[""Ice""]",false,148,,false,false,false,false,,"{""hp"":80,""atk"":50,""def"":50,""spa"":95,""spd"":135,""spe"":105}"
09388db7-9958-4084-8228-691728aa006d,Teddiursa,216,"[""Normal""]",true,8.8,,false,false,false,false,,"{""hp"":60,""atk"":80,""def"":50,""spa"":50,""spd"":50,""spe"":40}"
09b2b4c6-bba4-4bb0-8d67-460f3117ed6a,Feraligatr,160,"[""Water""]",false,88.8,0.875,false,false,false,false,,"{""hp"":85,""atk"":105,""def"":100,""spa"":79,""spd"":83,""spe"":78}"
09bb4522-28fe-4cb9-bfe9-5d32ab92d356,Jellicent,593,"[""Water"",""Ghost""]",false,135,,false,false,false,false,,"{""hp"":100,""atk"":60,""def"":70,""spa"":85,""spd"":105,""spe"":60}"
09d6101b-fc9b-4419-bc2f-676c40b8f7ae,Sandile,551,"[""Ground"",""Dark""]",true,15.2,,false,false,false,false,,"{""hp"":50,""atk"":72,""def"":35,""spa"":35,""spd"":35,""spe"":65}"
0a94e40b-e1fe-4f20-96d9-1d4507d04a36,Plusle,311,"[""Electric""]",false,4.2,,false,false,false,false,,"{""hp"":60,""atk"":50,""def"":40,""spa"":85,""spd"":75,""spe"":95}"
0a96f25c-a25e-4c0a-bcf2-8736a119255c,Gorebyss,368,"[""Water""]",false,22.6,,false,false,false,false,,"{""hp"":55,""atk"":84,""def"":105,""spa"":114,""spd"":75,""spe"":52}"
0a9d5c59-d659-4f46-953b-f2488aeea775,Magmar,126,"[""Fire""]",true,44.5,0.75,false,false,false,false,,"{""hp"":65,""atk"":95,""def"":57,""spa"":100,""spd"":85,""spe"":93}"
0af157c4-cb40-4d84-b22b-23a6dbffa1b5,Kyogre,382,"[""Water""]",false,352,,false,true,false,false,,"{""hp"":100,""atk"":100,""def"":90,""spa"":150,""spd"":140,""spe"":90}"
0b312eed-ee3a-4413-9c3f-6c440afdb2e1,Thundurus,642,"[""Electric"",""Flying""]",false,61,,false,false,false,false,,"{""hp"":79,""atk"":115,""def"":70,""spa"":125,""spd"":80,""spe"":111}"
0b424f39-654f-4dcf-a9c9-a1a2469cc13b,Lairon,305,"[""Steel"",""Rock""]",true,120,,false,false,false,false,,"{""hp"":60,""atk"":90,""def"":140,""spa"":50,""spd"":50,""spe"":40}"
0b54ebc7-b442-493c-b955-718131336fe7,Aggron,306,"[""Steel"",""Rock""]",false,360,,false,false,false,false,,"{""hp"":70,""atk"":110,""def"":180,""spa"":60,""spd"":60,""spe"":50}"
0b560805-b35c-41ed-a2c5-3b31f748aa84,Hitmonchan,107,"[""Fighting""]",false,50.2,,false,false,false,false,,"{""hp"":50,""atk"":105,""def"":79,""spa"":35,""spd"":110,""spe"":76}"
0b65c79f-6840-4063-8216-b583113fdfdb,Crabominable,740,"[""Fighting"",""Ice""]",false,180,,false,false,false,false,,"{""hp"":97,""atk"":132,""def"":77,""spa"":62,""spd"":67,""spe"":43}"
0bdcc7a5-bf34-4d26-8ef0-077134886ff6,Pikachu-Sinnoh,25,"[""Electric""]",false,6,,false,false,false,false,,"{""hp"":35,""atk"":55,""def"":40,""spa"":50,""spd"":50,""spe"":90}"
0c31141a-6cb7-4608-b4de-0799d1e4dbf8,Gigalith,526,"[""Rock""]",false,260,,false,false,false,false,,"{""hp"":85,""atk"":135,""def"":130,""spa"":60,""spd"":80,""spe"":25}"
0c3ce6d6-05f3-4157-a998-cf449540b5f2,Tentacruel,73,"[""Water"",""Poison""]",false,55,,false,false,false,false,,"{""hp"":80,""atk"":70,""def"":65,""spa"":80,""spd"":120,""spe"":100}"
0c7ac845-90a9-4c9c-a864-2d573404b09a,Komala,775,"[""Normal""]",false,19.9,,false,false,false,false,,"{""hp"":65,""atk"":115,""def"":65,""spa"":75,""spd"":95,""spe"":65}"
0c98c397-ae5d-49c3-a257-abef65d34aa6,Avalugg,713,"[""Ice""]",false,505,,false,false,false,false,,"{""hp"":95,""atk"":117,""def"":184,""spa"":44,""spd"":46,""spe"":28}"
0cb30441-e241-4820-9bc8-6f33b98f6d49,Umbreon,197,"[""Dark""]",false,27,0.875,false,false,false,false,,"{""hp"":95,""atk"":65,""def"":110,""spa"":60,""spd"":130,""spe"":65}"
0ccad763-1fbc-41b8-9a41-420883e16ae9,Pawmi,921,"[""Electric""]",true,2.5,,false,false,false,false,,"{""hp"":45,""atk"":50,""def"":20,""spa"":40,""spd"":25,""spe"":60}"
0cdbeaa4-b198-42f9-b3d1-fdb2ec877cb3,Arceus-Steel,493,"[""Steel""]",false,320,,false,false,false,false,,"{""hp"":120,""atk"":120,""def"":120,""spa"":120,""spd"":120,""spe"":120}"
0d09b64a-85cc-4553-b1cb-4dd3b9b8513b,Watchog,505,"[""Normal""]",false,27,,false,false,false,false,,"{""hp"":60,""atk"":85,""def"":69,""spa"":60,""spd"":69,""spe"":77}"
0d16770c-cd21-4a35-b992-95e06e2c843b,Burmy,412,"[""Bug""]",true,3.4,,false,false,false,false,,"{""hp"":40,""atk"":29,""def"":45,""spa"":29,""spd"":45,""spe"":36}"
0d489692-7bb4-40f6-af0f-ad2bf8c16886,Kadabra,64,"[""Psychic""]",true,56.5,0.75,false,false,false,false,,"{""hp"":40,""atk"":35,""def"":30,""spa"":120,""spd"":70,""spe"":105}"
0d779c60-3c51-4dc1-9192-53bc733dc5f7,Barraskewda,847,"[""Water""]",false,30,,false,false,false,false,,"{""hp"":61,""atk"":123,""def"":60,""spa"":60,""spd"":50,""spe"":136}"
0d87a70e-f0f3-492f-8cba-05110cef824a,Swoobat,528,"[""Psychic"",""Flying""]",false,10.5,,false,false,false,false,,"{""hp"":67,""atk"":57,""def"":55,""spa"":77,""spd"":55,""spe"":114}"
0d97acb5-6929-4062-a4eb-ec5c697a9cda,Squawkabilly-White,931,"[""Normal"",""Flying""]",false,2.4,,false,false,false,false,,"{""hp"":82,""atk"":96,""def"":51,""spa"":45,""spd"":51,""spe"":92}"
0de5ebba-de98-443b-ae0c-f59f80c45c18,Silvally-Electric,773,"[""Electric""]",false,100.5,,false,false,false,false,Electric Memory,"{""hp"":95,""atk"":95,""def"":95,""spa"":95,""spd"":95,""spe"":95}"
0def0c3b-45a6-4a0d-83e0-286be285cb3c,Carracosta,565,"[""Water"",""Rock""]",false,81,0.875,false,false,false,false,,"{""hp"":74,""atk"":108,""def"":133,""spa"":83,""spd"":65,""spe"":32}"
0df21295-9b94-4c02-a357-e738384d3ba0,Annihilape,979,"[""Fighting"",""Ghost""]",false,56,,false,false,false,false,,"{""hp"":110,""atk"":115,""def"":80,""spa"":50,""spd"":90,""spe"":90}"
0e10e829-b770-4723-80af-360a339d07b7,Dondozo,977,"[""Water""]",false,220,,false,false,false,false,,"{""hp"":150,""atk"":100,""def"":115,""spa"":65,""spd"":65,""spe"":35}"
0e5d0ea0-38b4-4561-a43f-484a55820343,Cranidos,408,"[""Rock""]",true,31.5,0.875,false,false,false,false,,"{""hp"":67,""atk"":125,""def"":40,""spa"":30,""spd"":30,""spe"":58}"
0ee3c1b6-4602-4e65-89bb-7fbd37e66901,Magneton,82,"[""Electric"",""Steel""]",true,60,,false,false,false,false,,"{""hp"":50,""atk"":60,""def"":95,""spa"":120,""spd"":70,""spe"":70}"
0ee4c7e2-e418-4987-8efb-230b8dacd9f1,Eevee-Starter,133,"[""Normal""]",false,6.5,0.875,false,false,false,false,,"{""hp"":65,""atk"":75,""def"":70,""spa"":65,""spd"":85,""spe"":75}"
0f825ae1-26c0-4bc6-84ff-63dbd414f825,Zekrom,644,"[""Dragon"",""Electric""]",false,345,,false,true,false,false,,"{""hp"":100,""atk"":150,""def"":120,""spa"":120,""spd"":100,""spe"":90}"
0f850239-d78d-4e23-ae9c-9f8ec5bc8c02,Ferroseed,597,"[""Grass"",""Steel""]",true,18.8,,false,false,false,false,,"{""hp"":44,""atk"":50,""def"":91,""spa"":24,""spd"":86,""spe"":10}"
10021a45-da39-4e91-9d8f-34c5852b2eeb,Yveltal,717,"[""Dark"",""Flying""]",false,203,,false,true,false,false,,"{""hp"":126,""atk"":131,""def"":95,""spa"":131,""spd"":98,""spe"":99}"
10386c50-330b-4c95-b9de-f4848e7c6be3,Zamazenta,889,"[""Fighting""]",false,210,,false,true,false,false,,"{""hp"":92,""atk"":120,""def"":115,""spa"":80,""spd"":115,""spe"":138}"
105fd7c8-47f5-4480-af80-a599fd54f70c,Diancie-Mega,719,"[""Rock"",""Fairy""]",false,27.8,,false,false,false,true,Diancite,"{""hp"":50,""atk"":160,""def"":110,""spa"":160,""spd"":110,""spe"":110}"
107db81a-a2e8-4d27-b694-7b8fab37733f,Butterfree,12,"[""Bug"",""Flying""]",false,32,,false,false,false,false,,"{""hp"":60,""atk"":45,""def"":50,""spa"":90,""spd"":80,""spe"":70}"
1086b6c0-dc31-4d9d-afdb-3e9cb486f3c3,Wigglytuff,40,"[""Normal"",""Fairy""]",false,12,0.25,false,false,false,false,,"{""hp"":140,""atk"":70,""def"":45,""spa"":85,""spd"":50,""spe"":45}"
109223d3-1e05-46f5-b70b-4cb709506b70,Beedrill,15,"[""Bug"",""Poison""]",false,29.5,,false,false,false,false,,"{""hp"":65,""atk"":90,""def"":40,""spa"":45,""spd"":80,""spe"":75}"
1092e8fa-79f6-4853-8703-7bc6d16a1f3a,Landorus-Therian,645,"[""Ground"",""Flying""]",false,68,,false,false,false,false,,"{""hp"":89,""atk"":145,""def"":90,""spa"":105,""spd"":80,""spe"":91}"
10ae9f8e-2375-4eb5-b57c-fe848aa9c220,Cramorant-Gorging,845,"[""Flying"",""Water""]",false,18,,false,false,false,false,,"{""hp"":70,""atk"":85,""def"":55,""spa"":85,""spd"":95,""spe"":85}"
112d18fe-4ca5-45e2-830c-b4e655f85aa3,Arctozolt,881,"[""Electric"",""Ice""]",false,150,,false,false,false,false,,"{""hp"":90,""atk"":100,""def"":90,""spa"":90,""spd"":80,""spe"":55}"
116ceaa4-5afb-4f91-9021-fa044b06f3ac,Cinderace-Gmax,815,"[""Fire""]",false,0,0.875,false,false,true,false,,"{""hp"":80,""atk"":116,""def"":75,""spa"":65,""spd"":75,""spe"":119}"
116eb119-cf94-4cab-b593-7f77bd1a67ee,Elekid,239,"[""Electric""]",true,23.5,0.75,false,false,false,false,,"{""hp"":45,""atk"":63,""def"":37,""spa"":65,""spd"":55,""spe"":95}"
11a5da32-2892-4526-9c7b-2b3eea7fa136,Honedge,679,"[""Steel"",""Ghost""]",true,2,,false,false,false,false,,"{""hp"":45,""atk"":80,""def"":100,""spa"":35,""spd"":37,""spe"":28}"
11ce164f-3902-44e8-a121-29c49a62a4dd,Varoom,965,"[""Steel"",""Poison""]",true,35,,false,false,false,false,,"{""hp"":45,""atk"":70,""def"":63,""spa"":30,""spd"":45,""spe"":47}"
11f6b0a1-2cb3-4fff-a937-7eb9a1100b1a,Walrein,365,"[""Ice"",""Water""]",false,150.6,,false,false,false,false,,"{""hp"":110,""atk"":80,""def"":90,""spa"":95,""spd"":90,""spe"":65}"
127b0338-a24a-4ee9-8b56-ff1f65901a42,Koffing,109,"[""Poison""]",true,1,,false,false,false,false,,"{""hp"":40,""atk"":65,""def"":95,""spa"":60,""spd"":45,""spe"":35}"
12d18091-ce7c-4a04-8eec-aee735ebf597,Ninetales-Alola,38,"[""Ice"",""Fairy""]",false,19.9,0.25,false,false,false,false,,"{""hp"":73,""atk"":67,""def"":75,""spa"":81,""spd"":100,""spe"":109}"
13153d6d-fce4-46f7-b265-13037f1375ed,Iron Valiant,1006,"[""Fairy"",""Fighting""]",false,35,,false,false,false,false,,"{""hp"":74,""atk"":130,""def"":90,""spa"":120,""spd"":60,""spe"":116}"
136d963e-bb4c-4875-a80a-4898d1f8de2e,Mabosstiff,943,"[""Dark""]",false,61,,false,false,false,false,,"{""hp"":80,""atk"":120,""def"":90,""spa"":60,""spd"":70,""spe"":85}"
1400e236-5117-4e89-be3e-636231dfa0d2,Sinistcha,1013,"[""Grass"",""Ghost""]",false,2.2,,false,false,false,false,,"{""hp"":71,""atk"":60,""def"":106,""spa"":121,""spd"":80,""spe"":70}"
142b45fb-6476-46d5-8fb1-c2ed1ba7d6d2,Weedle,13,"[""Bug"",""Poison""]",true,3.2,,false,false,false,false,,"{""hp"":40,""atk"":35,""def"":30,""spa"":20,""spd"":20,""spe"":50}"
14917c7e-be88-4778-8dae-9073022af471,Silvally-Fighting,773,"[""Fighting""]",false,100.5,,false,false,false,false,Fighting Memory,"{""hp"":95,""atk"":95,""def"":95,""spa"":95,""spd"":95,""spe"":95}"
14b86000-accd-4148-bc26-17956cd7297a,Pikachu-Gmax,25,"[""Electric""]",false,0,,false,false,true,false,,"{""hp"":35,""atk"":55,""def"":40,""spa"":50,""spd"":50,""spe"":90}"
14c20b67-ef73-459a-9027-f72f05a1765b,Metang,375,"[""Steel"",""Psychic""]",true,202.5,,false,false,false,false,,"{""hp"":60,""atk"":75,""def"":100,""spa"":55,""spd"":80,""spe"":50}"
14d10255-6da4-41b3-ad29-2b4cf0dc02cc,Silvally-Fire,773,"[""Fire""]",false,100.5,,false,false,false,false,Fire Memory,"{""hp"":95,""atk"":95,""def"":95,""spa"":95,""spd"":95,""spe"":95}"
14db1df4-602e-454c-a6ba-a59c35517fa4,Maushold,925,"[""Normal""]",false,2.3,,false,false,false,false,,"{""hp"":74,""atk"":75,""def"":70,""spa"":65,""spd"":75,""spe"":111}"
159b95b6-0cac-42d4-b252-9f7be34f0ded,Raboot,814,"[""Fire""]",true,9,0.875,false,false,false,false,,"{""hp"":65,""atk"":86,""def"":60,""spa"":55,""spd"":60,""spe"":94}"
15a4a339-cf38-418e-8a34-50dbaeb6c3c0,Ogerpon-Cornerstone,1017,"[""Grass"",""Rock""]",false,39.8,,false,false,false,false,Cornerstone Mask,"{""hp"":80,""atk"":120,""def"":84,""spa"":60,""spd"":96,""spe"":110}"
15d3ce82-4643-4f27-a00e-6d61f2fbc56f,Scyther,123,"[""Bug"",""Flying""]",true,56,,false,false,false,false,,"{""hp"":70,""atk"":110,""def"":80,""spa"":55,""spd"":80,""spe"":105}"
160f303e-dbc7-4825-8edd-f17640b105d2,Duskull,355,"[""Ghost""]",true,15,,false,false,false,false,,"{""hp"":20,""atk"":40,""def"":90,""spa"":30,""spd"":90,""spe"":25}"
165099cb-b13e-4965-9030-d2c4bd53dda2,Minior-Meteor,774,"[""Rock"",""Flying""]",false,40,,false,false,false,false,,"{""hp"":60,""atk"":60,""def"":100,""spa"":60,""spd"":100,""spe"":60}"
1652dadf-efc2-4248-a704-636f7f475888,Ambipom,424,"[""Normal""]",false,20.3,,false,false,false,false,,"{""hp"":75,""atk"":100,""def"":66,""spa"":60,""spd"":66,""spe"":115}"
16a9bbd0-8e6b-41c6-83b1-075b3675afb8,Simisear,514,"[""Fire""]",false,28,0.875,false,false,false,false,,"{""hp"":75,""atk"":98,""def"":63,""spa"":98,""spd"":63,""spe"":101}"
16f620b0-2c2f-4963-8f49-94f851fc17c4,Mimikyu,778,"[""Ghost"",""Fairy""]",false,0.7,,false,false,false,false,,"{""hp"":55,""atk"":90,""def"":80,""spa"":50,""spd"":105,""spe"":96}"
1701c5ab-757a-43fb-96cb-3515f7c21ffa,Clamperl,366,"[""Water""]",true,52.5,,false,false,false,false,,"{""hp"":35,""atk"":64,""def"":85,""spa"":74,""spd"":55,""spe"":32}"
