pokemon_id,ability_id,is_hidden_ability
57d70fd3-203e-401f-8697-c12d280d2634,b2a7c6f4-5e2f-4ce2-bb4e-3c30b04b5a7e,0
57d70fd3-203e-401f-8697-c12d280d2634,4d1bf273-219b-4c6b-8195-ff0437bebd78,1
e78f3717-20b5-4564-824d-ce6dbb3a10ac,6488e47d-36ce-43e9-9b47-93192988464b,0
e78f3717-20b5-4564-824d-ce6dbb3a10ac,f08f2202-6cb8-4070-8192-f312a0510405,1
73e53a4c-ab2e-4f85-8a9e-c88bc867e416,f08f2202-6cb8-4070-8192-f312a0510405,0
b16c271c-2861-40ed-84fc-6bf29909dc44,f08f2202-6cb8-4070-8192-f312a0510405,0
587b0174-d8a5-4d69-8042-120d65acba2d,f08f2202-6cb8-4070-8192-f312a0510405,0
4932fa40-e01d-4648-b1d9-735327c75157,f08f2202-6cb8-4070-8192-f312a0510405,0
4f1de8d7-0e7a-4d43-a94f-fd87fd4eb1d0,f08f2202-6cb8-4070-8192-f312a0510405,0
cec7fd6c-ed78-446d-b1da-b11da4af2cda,f08f2202-6cb8-4070-8192-f312a0510405,0
e6b04e49-7131-4ada-aaa2-af53563d2f63,6488e47d-36ce-43e9-9b47-93192988464b,0
e6b04e49-7131-4ada-aaa2-af53563d2f63,f08f2202-6cb8-4070-8192-f312a0510405,1
566b207f-a738-4982-aaf8-c58fa25968b9,6488e47d-36ce-43e9-9b47-93192988464b,0
566b207f-a738-4982-aaf8-c58fa25968b9,f08f2202-6cb8-4070-8192-f312a0510405,1
0bdcc7a5-bf34-4d26-8ef0-077134886ff6,6488e47d-36ce-43e9-9b47-93192988464b,0
0bdcc7a5-bf34-4d26-8ef0-077134886ff6,f08f2202-6cb8-4070-8192-f312a0510405,1
c3367ded-de29-4013-aac6-bf05d1cd6b69,6488e47d-36ce-43e9-9b47-93192988464b,0
c3367ded-de29-4013-aac6-bf05d1cd6b69,f08f2202-6cb8-4070-8192-f312a0510405,1
d5da4817-15cb-4bd9-8213-0baff365a1fd,6488e47d-36ce-43e9-9b47-93192988464b,0
d5da4817-15cb-4bd9-8213-0baff365a1fd,f08f2202-6cb8-4070-8192-f312a0510405,1
8c6f9540-03f8-4fe5-b38a-fb9b9199a9eb,6488e47d-36ce-43e9-9b47-93192988464b,0
8c6f9540-03f8-4fe5-b38a-fb9b9199a9eb,f08f2202-6cb8-4070-8192-f312a0510405,1
6411ad6c-60aa-4213-a087-7859ab1f649b,6488e47d-36ce-43e9-9b47-93192988464b,0
6411ad6c-60aa-4213-a087-7859ab1f649b,f08f2202-6cb8-4070-8192-f312a0510405,1
5738a2da-b3e7-47d6-bf1a-2fad7ef9bc65,6488e47d-36ce-43e9-9b47-93192988464b,0
5738a2da-b3e7-47d6-bf1a-2fad7ef9bc65,f08f2202-6cb8-4070-8192-f312a0510405,1
14b86000-accd-4148-bc26-17956cd7297a,6488e47d-36ce-43e9-9b47-93192988464b,0
14b86000-accd-4148-bc26-17956cd7297a,f08f2202-6cb8-4070-8192-f312a0510405,1
47b73982-99aa-453d-8240-587cd87aef07,6488e47d-36ce-43e9-9b47-93192988464b,0
47b73982-99aa-453d-8240-587cd87aef07,f08f2202-6cb8-4070-8192-f312a0510405,1
9f7e5e15-1c65-4806-a517-b3f780b83b7e,6488e47d-36ce-43e9-9b47-93192988464b,0
9f7e5e15-1c65-4806-a517-b3f780b83b7e,f08f2202-6cb8-4070-8192-f312a0510405,1
b816d44e-4879-4656-b446-897ff7e24798,d52be6a3-9bf3-4c97-b621-fbdec2445a47,0
64235306-eef0-4df5-be42-bd7b9cf4748a,dcdaa9de-155f-4d30-b7b3-9da2ca0ee3af,0
64235306-eef0-4df5-be42-bd7b9cf4748a,67c6aa2e-a8b3-4460-ae5f-bd4903b0d7d8,1
f656f9cc-d44a-4ab8-9bf7-64f70dab4d6d,9939b773-da66-4ada-85c4-f0a519827300,0
f656f9cc-d44a-4ab8-9bf7-64f70dab4d6d,b7f66104-a4ad-4e11-bd9a-a593dd8551c3,1
52977040-29e0-49b0-b3e9-4f2163d8dcd2,dcdaa9de-155f-4d30-b7b3-9da2ca0ee3af,0
52977040-29e0-49b0-b3e9-4f2163d8dcd2,67c6aa2e-a8b3-4460-ae5f-bd4903b0d7d8,1
b34a3467-4fdd-42a1-a5f2-120d008a2e83,9939b773-da66-4ada-85c4-f0a519827300,0
b34a3467-4fdd-42a1-a5f2-120d008a2e83,b7f66104-a4ad-4e11-bd9a-a593dd8551c3,1
480fb93d-4a55-48b3-8b4a-0cdd13ccb872,3c3ad733-172c-41e0-ab9c-936b10887a75,0
480fb93d-4a55-48b3-8b4a-0cdd13ccb872,92e7729c-1a64-41af-8088-2c6d9649f959,0
480fb93d-4a55-48b3-8b4a-0cdd13ccb872,02ce0d3d-e6a3-4f5f-a6ca-5a7b5936054f,1
07cda444-f0ef-49ea-9fd4-c5669529ab0a,3c3ad733-172c-41e0-ab9c-936b10887a75,0
07cda444-f0ef-49ea-9fd4-c5669529ab0a,92e7729c-1a64-41af-8088-2c6d9649f959,0
07cda444-f0ef-49ea-9fd4-c5669529ab0a,02ce0d3d-e6a3-4f5f-a6ca-5a7b5936054f,1
4cc0e8c7-1ddf-47cb-b80c-a77da62de582,3c3ad733-172c-41e0-ab9c-936b10887a75,0
4cc0e8c7-1ddf-47cb-b80c-a77da62de582,92e7729c-1a64-41af-8088-2c6d9649f959,0
4cc0e8c7-1ddf-47cb-b80c-a77da62de582,c8a16bba-422c-465c-8994-968a20b1fe88,1
7f971da9-ce20-46a3-be26-9a5c1cd96a6d,3c3ad733-172c-41e0-ab9c-936b10887a75,0
7f971da9-ce20-46a3-be26-9a5c1cd96a6d,92e7729c-1a64-41af-8088-2c6d9649f959,0
7f971da9-ce20-46a3-be26-9a5c1cd96a6d,02ce0d3d-e6a3-4f5f-a6ca-5a7b5936054f,1
2cba0ea9-e881-4e74-9946-0d22067a3f1b,3c3ad733-172c-41e0-ab9c-936b10887a75,0
2cba0ea9-e881-4e74-9946-0d22067a3f1b,92e7729c-1a64-41af-8088-2c6d9649f959,0
2cba0ea9-e881-4e74-9946-0d22067a3f1b,02ce0d3d-e6a3-4f5f-a6ca-5a7b5936054f,1
cb80dd5a-9209-44f6-874a-cd620191d984,3c3ad733-172c-41e0-ab9c-936b10887a75,0
cb80dd5a-9209-44f6-874a-cd620191d984,92e7729c-1a64-41af-8088-2c6d9649f959,0
cb80dd5a-9209-44f6-874a-cd620191d984,c8a16bba-422c-465c-8994-968a20b1fe88,1
e3fbbeb5-767e-4b7a-bee5-3bbc7f2a6c8b,545d3d72-5e66-4c4d-88c9-94dcec70ad08,0
e3fbbeb5-767e-4b7a-bee5-3bbc7f2a6c8b,17d5549c-3f0d-4ac6-9477-e1d180934440,0
e3fbbeb5-767e-4b7a-bee5-3bbc7f2a6c8b,f081028a-562a-4e3f-a8f7-e6fc7af45d65,1
d78f3839-06ef-4dd2-a25a-9ca86a3b1460,545d3d72-5e66-4c4d-88c9-94dcec70ad08,0
d78f3839-06ef-4dd2-a25a-9ca86a3b1460,17d5549c-3f0d-4ac6-9477-e1d180934440,0
d78f3839-06ef-4dd2-a25a-9ca86a3b1460,1bc9e420-e77c-4e8d-968e-6e028e71a151,1
f6466a45-5ac7-4969-99bb-61b2bedfe90c,ca68d95f-4aa8-4644-a490-b9dae5879a35,0
f6466a45-5ac7-4969-99bb-61b2bedfe90c,7d62cae2-f6ac-49c7-a82c-91b4cf26349d,1
dcd8026f-ac32-4257-bf0e-bce0d2b57013,9939b773-da66-4ada-85c4-f0a519827300,0
dcd8026f-ac32-4257-bf0e-bce0d2b57013,858a945e-51db-45c0-9a8f-8a170e78549a,1
17c2afe8-ada8-4f06-abea-3f64dbeb888c,ca68d95f-4aa8-4644-a490-b9dae5879a35,0
17c2afe8-ada8-4f06-abea-3f64dbeb888c,7d62cae2-f6ac-49c7-a82c-91b4cf26349d,1
12d18091-ce7c-4a04-8eec-aee735ebf597,9939b773-da66-4ada-85c4-f0a519827300,0
12d18091-ce7c-4a04-8eec-aee735ebf597,858a945e-51db-45c0-9a8f-8a170e78549a,1
44b27f15-a462-4035-81ea-5abd20456de0,545d3d72-5e66-4c4d-88c9-94dcec70ad08,0
44b27f15-a462-4035-81ea-5abd20456de0,dcc0a170-da5b-443e-bfd0-ac449ecd967a,0
44b27f15-a462-4035-81ea-5abd20456de0,f081028a-562a-4e3f-a8f7-e6fc7af45d65,1
1086b6c0-dc31-4d9d-afdb-3e9cb486f3c3,545d3d72-5e66-4c4d-88c9-94dcec70ad08,0
1086b6c0-dc31-4d9d-afdb-3e9cb486f3c3,dcc0a170-da5b-443e-bfd0-ac449ecd967a,0
1086b6c0-dc31-4d9d-afdb-3e9cb486f3c3,b3fb57ed-c864-4c08-8aa3-2c0eea4abafc,1
8f9f6da0-7037-4810-a4d4-0c47341e9ddc,d1cab16a-0de3-44f8-8625-4a4a053be545,0
8f9f6da0-7037-4810-a4d4-0c47341e9ddc,4b9c8345-a053-4448-b656-0a35f67ae50f,1
2cb98f41-fce6-42d6-b592-580f1c524995,d1cab16a-0de3-44f8-8625-4a4a053be545,0
2cb98f41-fce6-42d6-b592-580f1c524995,4b9c8345-a053-4448-b656-0a35f67ae50f,1
a233f474-f0f0-4964-876e-9a2488f9ec11,efd5dfeb-33f7-4e6a-9a80-663435ebdbef,0
a233f474-f0f0-4964-876e-9a2488f9ec11,76a82351-5b31-4b0f-8a79-6ec504b4efd6,1
a87add02-f9e4-439f-9d63-7ac0e74ba9a3,efd5dfeb-33f7-4e6a-9a80-663435ebdbef,0
a87add02-f9e4-439f-9d63-7ac0e74ba9a3,2a0afb72-ca19-4c2a-82a8-3b357f5b1da9,1
48bd3531-b7f9-4776-8b0c-8c419395bfb0,efd5dfeb-33f7-4e6a-9a80-663435ebdbef,0
48bd3531-b7f9-4776-8b0c-8c419395bfb0,c0f8e670-c056-43dd-9ef8-99cb1954d563,1
f32c4250-7e58-4b54-bbc2-f4e4a0ab8bf9,c0f8e670-c056-43dd-9ef8-99cb1954d563,0
f32c4250-7e58-4b54-bbc2-f4e4a0ab8bf9,54f540a9-f60e-4e9b-a76b-0eddfb1891fd,0
f32c4250-7e58-4b54-bbc2-f4e4a0ab8bf9,3b1353b2-3d71-41d4-8d1a-bdfdadac0891,1
e0e29793-93a9-4298-b029-5ca5c419c77d,c0f8e670-c056-43dd-9ef8-99cb1954d563,0
e0e29793-93a9-4298-b029-5ca5c419c77d,54f540a9-f60e-4e9b-a76b-0eddfb1891fd,0
e0e29793-93a9-4298-b029-5ca5c419c77d,3b1353b2-3d71-41d4-8d1a-bdfdadac0891,1
fa1d0f6d-c321-4d0b-89ef-0cdb34a45014,3baa62d3-0897-4317-bc9d-e3ad617263b1,0
fa1d0f6d-c321-4d0b-89ef-0cdb34a45014,c1edbeaf-334b-4aea-8908-edeef4fc0fcb,0
fa1d0f6d-c321-4d0b-89ef-0cdb34a45014,76a82351-5b31-4b0f-8a79-6ec504b4efd6,1
fbd0b722-316e-4c88-b5cd-f91a9d51ba51,02ecd9eb-e5e8-4019-8df1-9b8fe43bd4d8,0
fbd0b722-316e-4c88-b5cd-f91a9d51ba51,c1edbeaf-334b-4aea-8908-edeef4fc0fcb,0
fbd0b722-316e-4c88-b5cd-f91a9d51ba51,d341c305-c7cc-48bc-9fa3-0bd7d296f428,1
e1e2f546-cc6d-496e-8d7b-e8dcb18f1f19,dcdaa9de-155f-4d30-b7b3-9da2ca0ee3af,0
e1e2f546-cc6d-496e-8d7b-e8dcb18f1f19,7f7c79c7-2e9c-4bd2-a808-7b1fa748cd0f,0
e1e2f546-cc6d-496e-8d7b-e8dcb18f1f19,1302ca34-3a65-47aa-95bf-5f717cc184e0,1
2b87df13-17d3-4a5d-b78f-5bc4d134567d,dcdaa9de-155f-4d30-b7b3-9da2ca0ee3af,0
2b87df13-17d3-4a5d-b78f-5bc4d134567d,162b3e44-4c03-450d-8628-7d7832927dcc,0
2b87df13-17d3-4a5d-b78f-5bc4d134567d,1302ca34-3a65-47aa-95bf-5f717cc184e0,1
d082be90-1e24-4df0-9319-a8a04a4dc216,dcdaa9de-155f-4d30-b7b3-9da2ca0ee3af,0
d082be90-1e24-4df0-9319-a8a04a4dc216,7f7c79c7-2e9c-4bd2-a808-7b1fa748cd0f,0
d082be90-1e24-4df0-9319-a8a04a4dc216,1302ca34-3a65-47aa-95bf-5f717cc184e0,1
62ca252b-6cd6-4cba-813c-e8b801ae58d7,dcdaa9de-155f-4d30-b7b3-9da2ca0ee3af,0
62ca252b-6cd6-4cba-813c-e8b801ae58d7,162b3e44-4c03-450d-8628-7d7832927dcc,0
62ca252b-6cd6-4cba-813c-e8b801ae58d7,1302ca34-3a65-47aa-95bf-5f717cc184e0,1
e0ddbcf8-a5f1-4db0-8bac-30ab2d5658b2,18f6702f-5b65-4d88-b468-52b307112758,0
e0ddbcf8-a5f1-4db0-8bac-30ab2d5658b2,5f5a7791-0969-44b6-832b-8c6192491e28,0
e0ddbcf8-a5f1-4db0-8bac-30ab2d5658b2,4d1bf273-219b-4c6b-8195-ff0437bebd78,1
2a96a304-4077-49f8-857a-c773f16413f5,18f6702f-5b65-4d88-b468-52b307112758,0
2a96a304-4077-49f8-857a-c773f16413f5,5f5a7791-0969-44b6-832b-8c6192491e28,0
2a96a304-4077-49f8-857a-c773f16413f5,88e51878-9d4b-40eb-ba3b-bf9d8a182116,1
de5d2a53-6502-4e96-a632-293bec267034,18f6702f-5b65-4d88-b468-52b307112758,0
de5d2a53-6502-4e96-a632-293bec267034,cb5c83d6-7e1a-448e-8166-3b19ced4b72f,0
de5d2a53-6502-4e96-a632-293bec267034,4d1bf273-219b-4c6b-8195-ff0437bebd78,1
ac50a857-944d-4015-9e89-dd392df0e121,18f6702f-5b65-4d88-b468-52b307112758,0
ac50a857-944d-4015-9e89-dd392df0e121,5f5a7791-0969-44b6-832b-8c6192491e28,0
ac50a857-944d-4015-9e89-dd392df0e121,4d1bf273-219b-4c6b-8195-ff0437bebd78,1
4dfd5e19-6552-4ea0-9ee9-4a27bf028fae,78664b1c-d145-4266-b197-d0a34a14a40c,0
4dfd5e19-6552-4ea0-9ee9-4a27bf028fae,5f5a7791-0969-44b6-832b-8c6192491e28,0
4dfd5e19-6552-4ea0-9ee9-4a27bf028fae,4d1bf273-219b-4c6b-8195-ff0437bebd78,1
758d0b34-c822-40fa-87f5-008355ecd2e0,a5cd02ff-2c92-4b3e-808b-5b05b5dcfd6c,0
758d0b34-c822-40fa-87f5-008355ecd2e0,5f5a7791-0969-44b6-832b-8c6192491e28,0
758d0b34-c822-40fa-87f5-008355ecd2e0,88e51878-9d4b-40eb-ba3b-bf9d8a182116,1
4a2d0352-630c-48d9-bf75-efe9fb231ef7,3b1353b2-3d71-41d4-8d1a-bdfdadac0891,0
4a2d0352-630c-48d9-bf75-efe9fb231ef7,fe7b949b-ed5d-4d6c-8a48-1af139b62617,0
4a2d0352-630c-48d9-bf75-efe9fb231ef7,c94d5211-c427-4ba7-a458-a4d99d5c6eb2,1
04ef3c1c-8474-45b9-9977-8f9234bc461a,3b1353b2-3d71-41d4-8d1a-bdfdadac0891,0
04ef3c1c-8474-45b9-9977-8f9234bc461a,fe7b949b-ed5d-4d6c-8a48-1af139b62617,0
04ef3c1c-8474-45b9-9977-8f9234bc461a,c94d5211-c427-4ba7-a458-a4d99d5c6eb2,1
e7569472-1d45-48ab-9995-6eb8bdb0306f,8f1740f0-6146-4e41-b09c-cb5ddf75c70e,0
e7569472-1d45-48ab-9995-6eb8bdb0306f,761189b5-1235-47e4-8e84-79ee2506a9cc,0
e7569472-1d45-48ab-9995-6eb8bdb0306f,7d1a1066-5231-47bd-8981-c57d1dd30db3,1
05fe2766-1278-4239-8b2d-6cb2d9b337ac,8f1740f0-6146-4e41-b09c-cb5ddf75c70e,0
05fe2766-1278-4239-8b2d-6cb2d9b337ac,761189b5-1235-47e4-8e84-79ee2506a9cc,0
05fe2766-1278-4239-8b2d-6cb2d9b337ac,7d1a1066-5231-47bd-8981-c57d1dd30db3,1
54f172e1-e80c-46e1-8280-d47b2b4b3b7e,3076409c-a264-4a5b-844a-502559f4cd4b,0
54f172e1-e80c-46e1-8280-d47b2b4b3b7e,ca68d95f-4aa8-4644-a490-b9dae5879a35,0
54f172e1-e80c-46e1-8280-d47b2b4b3b7e,a0c259b1-e655-47a5-949c-a7266e0ad447,1
2401f2d1-a9d3-4cf5-8927-7033fa051c08,3076409c-a264-4a5b-844a-502559f4cd4b,0
2401f2d1-a9d3-4cf5-8927-7033fa051c08,ca68d95f-4aa8-4644-a490-b9dae5879a35,0
2401f2d1-a9d3-4cf5-8927-7033fa051c08,c9c9e9a4-2a01-4b15-abba-6ec5917ed57a,1
7641848f-92d4-4805-b082-713d7610db1f,3076409c-a264-4a5b-844a-502559f4cd4b,0
7641848f-92d4-4805-b082-713d7610db1f,ca68d95f-4aa8-4644-a490-b9dae5879a35,0
7641848f-92d4-4805-b082-713d7610db1f,a0c259b1-e655-47a5-949c-a7266e0ad447,1
f85a37ce-f257-4064-b37b-e624d0959f6d,3076409c-a264-4a5b-844a-502559f4cd4b,0
f85a37ce-f257-4064-b37b-e624d0959f6d,ca68d95f-4aa8-4644-a490-b9dae5879a35,0
f85a37ce-f257-4064-b37b-e624d0959f6d,c9c9e9a4-2a01-4b15-abba-6ec5917ed57a,1
07e2ba71-d4e4-4129-bfd7-8a1925703964,e9b58749-80d8-4f5f-abfe-d4c20b9f34f4,0
07e2ba71-d4e4-4129-bfd7-8a1925703964,3b1353b2-3d71-41d4-8d1a-bdfdadac0891,0
07e2ba71-d4e4-4129-bfd7-8a1925703964,c94d5211-c427-4ba7-a458-a4d99d5c6eb2,1
1857fb0d-025a-42af-974a-c76071f16a0e,e9b58749-80d8-4f5f-abfe-d4c20b9f34f4,0
1857fb0d-025a-42af-974a-c76071f16a0e,3b1353b2-3d71-41d4-8d1a-bdfdadac0891,0
1857fb0d-025a-42af-974a-c76071f16a0e,c94d5211-c427-4ba7-a458-a4d99d5c6eb2,1
d57181ec-199b-41cd-8b03-69ded93fefd2,e9b58749-80d8-4f5f-abfe-d4c20b9f34f4,0
d57181ec-199b-41cd-8b03-69ded93fefd2,3b1353b2-3d71-41d4-8d1a-bdfdadac0891,0
d57181ec-199b-41cd-8b03-69ded93fefd2,c94d5211-c427-4ba7-a458-a4d99d5c6eb2,1
e5e06e8d-c47c-416f-8294-8bc7d22d16c7,82468c00-5816-470a-91c7-e626b7c29fe3,0
e5e06e8d-c47c-416f-8294-8bc7d22d16c7,d1cab16a-0de3-44f8-8625-4a4a053be545,0
e5e06e8d-c47c-416f-8294-8bc7d22d16c7,17d5549c-3f0d-4ac6-9477-e1d180934440,1
0d489692-7bb4-40f6-af0f-ad2bf8c16886,82468c00-5816-470a-91c7-e626b7c29fe3,0
0d489692-7bb4-40f6-af0f-ad2bf8c16886,d1cab16a-0de3-44f8-8625-4a4a053be545,0
0d489692-7bb4-40f6-af0f-ad2bf8c16886,17d5549c-3f0d-4ac6-9477-e1d180934440,1
e9628994-ac2e-47a1-ae95-88362e0c1ede,82468c00-5816-470a-91c7-e626b7c29fe3,0
e9628994-ac2e-47a1-ae95-88362e0c1ede,d1cab16a-0de3-44f8-8625-4a4a053be545,0
e9628994-ac2e-47a1-ae95-88362e0c1ede,17d5549c-3f0d-4ac6-9477-e1d180934440,1
