pokemon_id,move_id,is_egg_move,is_tm_move,is_tutor_move,is_levelup_move,levelup_level
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,4daa875f-3837-4a23-919f-91b2c6967ae6,0,1,0,0,
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,25c76dc6-44c0-413f-b11b-d51456a508a7,0,1,0,1,18
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,072842fa-72a6-457c-8346-13d406aca97a,0,0,0,1,15
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,3dc62bcb-0a2b-4a62-9c6b-d1199e922250,0,1,0,0,
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,23267bdf-cd8d-4699-9bd9-9d8eb37c5062,0,1,0,0,
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,ab93e5b9-da7e-4ff6-be32-e7451da109c6,0,1,0,1,36
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,29ee0561-0490-479c-adb3-3699bf348308,0,1,0,0,
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,a40a3653-5351-4d3a-aaa9-8b64018f818c,0,1,0,0,
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,50dc21b8-102c-4fbe-8b2e-e0e6e08388b6,0,0,0,1,24
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,026b2a54-5bb8-42c0-a7be-a9c6644e643d,0,1,0,0,
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,25708c8e-30b0-4b5d-b8d6-70f1a1d0358b,0,0,0,1,27
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,cc78a333-bc91-4747-8c27-76c37761aa83,0,0,0,1,1
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,bb2f2e02-65ff-4fa0-a8dd-62f36d04b185,0,1,0,1,21
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,2eb79191-62e2-4bd5-a549-ae4f054b6cfd,0,1,0,0,
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,9bb9bab9-76e7-4ece-a544-b5d6644c3a60,1,1,0,0,
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,48de3326-8d6e-4fa7-8687-b1bb7dc5013a,0,1,0,0,
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,d09a2113-3963-440c-b20a-eedb645cfde4,0,1,0,0,
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,a83ec6ed-f3dd-4cfa-9ed8-3a3b267748a6,0,0,0,1,3
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,912aec42-08a4-40ec-957c-4cc31caa04fc,0,1,0,0,
1e76b69a-13ce-498a-bf8c-e6d0aee65b4b,ce06f170-1e93-4483-97b3-a271ab0aabd4,0,0,0,1,30
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,8f379970-3e8c-48ea-8a63-50a68db4ab8b,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,81794f76-5f78-4857-9158-22e8ab964057,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,a250600a-5a47-4c6a-9843-3dffc0cc4a39,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,98030f49-256b-4ad3-be74-e831f0ff3e7c,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,b4412bd9-f882-4782-bb52-d59d044c9bea,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,c403f306-836a-4357-9327-14a0186a3b16,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,8f5956e5-02df-49bb-8718-ce302f706faf,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,217c7ba0-250c-4d48-84d7-7e5a8cf69eb9,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,3e043ff4-e17d-4c27-87e4-2b2d43c62120,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,4bad5eb1-3802-446a-84fa-e8bb5bf7666b,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,ce6ca471-9096-48d3-bc00-67e6fc98a607,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,bce69204-7897-4e89-bed5-b30eaab52a3d,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,f17ba060-154b-473f-83e1-b062d0bc43e7,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,5b16355b-9512-483c-af26-8025ce8f666b,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,a8cf8765-37de-49ea-b853-78f25b13e80d,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,874841a2-8504-41ac-9ce9-7b739c6f61a3,0,0,0,1,1
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,b457030a-cd3f-465b-866a-6e2d7ebfbbce,0,0,0,1,1
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,a0367aaf-98b2-48d4-b370-0dfa009b4477,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,8dbd8130-baab-4607-a177-34d04c135aae,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,382dca3f-5171-4d93-995b-f11fca3c583b,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,0ab121ab-baca-4f8b-9985-db6265c9c3a9,0,0,0,1,9
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,2cdb5b3a-106e-4a5d-a98a-7e84589ea98a,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,d1e66be8-ef6b-47b1-98c1-b2ac7673ae9d,0,0,0,1,15
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,5dbca5db-da56-4f2d-9c5d-6371f6594efd,0,0,0,1,45
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,9efe1543-aefc-4629-b882-e153c3e6c067,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,c5cfa99c-3834-4059-b292-776e578123e0,0,0,0,1,12
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,4daa875f-3837-4a23-919f-91b2c6967ae6,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,8c7b89e4-14a5-4a19-9d54-f438ac7844b3,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,25c76dc6-44c0-413f-b11b-d51456a508a7,0,1,0,1,20
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,072842fa-72a6-457c-8346-13d406aca97a,0,0,0,1,15
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,3dc62bcb-0a2b-4a62-9c6b-d1199e922250,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,23267bdf-cd8d-4699-9bd9-9d8eb37c5062,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,ab93e5b9-da7e-4ff6-be32-e7451da109c6,0,1,0,1,50
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,29ee0561-0490-479c-adb3-3699bf348308,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,a40a3653-5351-4d3a-aaa9-8b64018f818c,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,50dc21b8-102c-4fbe-8b2e-e0e6e08388b6,0,0,0,1,30
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,026b2a54-5bb8-42c0-a7be-a9c6644e643d,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,25708c8e-30b0-4b5d-b8d6-70f1a1d0358b,0,0,0,1,35
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,cc78a333-bc91-4747-8c27-76c37761aa83,0,0,0,1,1
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,bb2f2e02-65ff-4fa0-a8dd-62f36d04b185,0,1,0,1,25
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,2eb79191-62e2-4bd5-a549-ae4f054b6cfd,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,9bb9bab9-76e7-4ece-a544-b5d6644c3a60,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,48de3326-8d6e-4fa7-8687-b1bb7dc5013a,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,d09a2113-3963-440c-b20a-eedb645cfde4,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,a83ec6ed-f3dd-4cfa-9ed8-3a3b267748a6,0,0,0,1,1
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,912aec42-08a4-40ec-957c-4cc31caa04fc,0,1,0,0,
1cac18f5-d4ec-48b3-85cb-0d456ef3adf5,ce06f170-1e93-4483-97b3-a271ab0aabd4,0,0,0,1,40
9a385c2f-1998-4b38-8e74-5a82fc2154f2,8f379970-3e8c-48ea-8a63-50a68db4ab8b,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,2990e8ad-4bb0-4571-bf8a-9ea965b529ea,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,81794f76-5f78-4857-9158-22e8ab964057,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,6a08d181-eb1f-47e3-927d-d45a47a6f098,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,a250600a-5a47-4c6a-9843-3dffc0cc4a39,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,98030f49-256b-4ad3-be74-e831f0ff3e7c,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,b4412bd9-f882-4782-bb52-d59d044c9bea,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,c403f306-836a-4357-9327-14a0186a3b16,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,d37cd94a-66f2-4e16-b37f-2bf1d413e3df,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,419d0569-8741-43cc-b534-030a770aca17,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,8f5956e5-02df-49bb-8718-ce302f706faf,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,217c7ba0-250c-4d48-84d7-7e5a8cf69eb9,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,3e043ff4-e17d-4c27-87e4-2b2d43c62120,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,4bad5eb1-3802-446a-84fa-e8bb5bf7666b,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,ceb66358-9c0e-4488-bdef-8272c4f50b3a,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,ce6ca471-9096-48d3-bc00-67e6fc98a607,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,e59e6753-c053-4dcb-8ce1-60bb74707831,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,bce69204-7897-4e89-bed5-b30eaab52a3d,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,f17ba060-154b-473f-83e1-b062d0bc43e7,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,5b16355b-9512-483c-af26-8025ce8f666b,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,a8cf8765-37de-49ea-b853-78f25b13e80d,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,874841a2-8504-41ac-9ce9-7b739c6f61a3,0,0,0,1,1
9a385c2f-1998-4b38-8e74-5a82fc2154f2,b457030a-cd3f-465b-866a-6e2d7ebfbbce,0,0,0,1,1
9a385c2f-1998-4b38-8e74-5a82fc2154f2,a0367aaf-98b2-48d4-b370-0dfa009b4477,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,0c570267-fe51-4a98-850d-e9a2ac2a6f1a,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,8dbd8130-baab-4607-a177-34d04c135aae,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,382dca3f-5171-4d93-995b-f11fca3c583b,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,0ab121ab-baca-4f8b-9985-db6265c9c3a9,0,0,0,1,9
9a385c2f-1998-4b38-8e74-5a82fc2154f2,2cdb5b3a-106e-4a5d-a98a-7e84589ea98a,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,128f6299-f0bf-4ebe-bf83-60b8bbff085a,0,1,0,1,0
9a385c2f-1998-4b38-8e74-5a82fc2154f2,08fd952c-ef1c-4788-9bab-129060b5305d,0,0,0,1,1
9a385c2f-1998-4b38-8e74-5a82fc2154f2,570ae867-9258-44eb-8bb1-6216c98981fb,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,d1e66be8-ef6b-47b1-98c1-b2ac7673ae9d,0,0,0,1,15
9a385c2f-1998-4b38-8e74-5a82fc2154f2,5dbca5db-da56-4f2d-9c5d-6371f6594efd,0,0,0,1,51
9a385c2f-1998-4b38-8e74-5a82fc2154f2,9efe1543-aefc-4629-b882-e153c3e6c067,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,c5cfa99c-3834-4059-b292-776e578123e0,0,0,0,1,12
9a385c2f-1998-4b38-8e74-5a82fc2154f2,4daa875f-3837-4a23-919f-91b2c6967ae6,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,8c7b89e4-14a5-4a19-9d54-f438ac7844b3,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,db7f1116-3c87-4eae-9b66-3390b9e8fdc1,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,25c76dc6-44c0-413f-b11b-d51456a508a7,0,1,0,1,20
9a385c2f-1998-4b38-8e74-5a82fc2154f2,072842fa-72a6-457c-8346-13d406aca97a,0,0,0,1,15
9a385c2f-1998-4b38-8e74-5a82fc2154f2,3dc62bcb-0a2b-4a62-9c6b-d1199e922250,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,23267bdf-cd8d-4699-9bd9-9d8eb37c5062,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,ab93e5b9-da7e-4ff6-be32-e7451da109c6,0,1,0,1,58
9a385c2f-1998-4b38-8e74-5a82fc2154f2,6328f563-8c6d-4dd3-bc98-81d9c47f0800,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,29ee0561-0490-479c-adb3-3699bf348308,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,a40a3653-5351-4d3a-aaa9-8b64018f818c,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,50dc21b8-102c-4fbe-8b2e-e0e6e08388b6,0,0,0,1,30
9a385c2f-1998-4b38-8e74-5a82fc2154f2,026b2a54-5bb8-42c0-a7be-a9c6644e643d,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,25708c8e-30b0-4b5d-b8d6-70f1a1d0358b,0,0,0,1,37
9a385c2f-1998-4b38-8e74-5a82fc2154f2,cc78a333-bc91-4747-8c27-76c37761aa83,0,0,0,1,1
9a385c2f-1998-4b38-8e74-5a82fc2154f2,bb2f2e02-65ff-4fa0-a8dd-62f36d04b185,0,1,0,1,25
9a385c2f-1998-4b38-8e74-5a82fc2154f2,2eb79191-62e2-4bd5-a549-ae4f054b6cfd,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,9bb9bab9-76e7-4ece-a544-b5d6644c3a60,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,48de3326-8d6e-4fa7-8687-b1bb7dc5013a,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,d09a2113-3963-440c-b20a-eedb645cfde4,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,a83ec6ed-f3dd-4cfa-9ed8-3a3b267748a6,0,0,0,1,1
9a385c2f-1998-4b38-8e74-5a82fc2154f2,912aec42-08a4-40ec-957c-4cc31caa04fc,0,1,0,0,
9a385c2f-1998-4b38-8e74-5a82fc2154f2,ce06f170-1e93-4483-97b3-a271ab0aabd4,0,0,0,1,44
e22546e1-7dae-4d89-a23e-17b01a530bb4,dc05d82c-ddd8-4d26-bbfd-da3990b08546,1,0,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,a79bb2d8-8cf1-428d-b535-2e3228a51880,1,0,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,7fdb5070-7b89-42c6-9741-5566914e6e68,1,0,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,81794f76-5f78-4857-9158-22e8ab964057,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,ead728f1-83bd-4114-910d-6133b48efc2e,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,08e29ed9-0451-4bb1-89ec-ba0ceb5699ef,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,fb9f7fc5-bb41-4337-a5fa-5dee16bd193e,1,0,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,0b1c2f2a-feb5-4c89-843f-90b037919b87,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,0c24d6ff-b78a-4d11-99c1-62b00658518a,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,e4611bf6-1fd9-4838-b9b3-e610e4d408e7,0,0,0,1,12
e22546e1-7dae-4d89-a23e-17b01a530bb4,15768398-5d02-4fa8-88a5-d2f474b9f4f5,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,080b1f90-6837-4340-be24-61f467e17891,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,56a7e407-3c93-4152-99e3-bcceb97b0f49,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,3daa7f5a-1e51-402d-ba84-e4d69c4ee15e,1,0,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,7e079e63-69ac-42f3-b531-46de55e88e02,1,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,0ba8fb2a-cc60-4a18-ab12-ca90cfd1905d,0,0,0,1,4
e22546e1-7dae-4d89-a23e-17b01a530bb4,8f5956e5-02df-49bb-8718-ce302f706faf,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,3e043ff4-e17d-4c27-87e4-2b2d43c62120,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,4bad5eb1-3802-446a-84fa-e8bb5bf7666b,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,3fbd7215-995f-44ff-ae24-f49344dd8922,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,261f3cb3-3602-4877-bbf9-c4b01cc3b145,0,1,0,1,17
e22546e1-7dae-4d89-a23e-17b01a530bb4,149ddf97-941b-450a-ad25-49b41c16fe4f,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,94a8df1d-1864-45a8-84f1-47f2b42b241b,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,e24035eb-cdc3-4093-bca3-7e3a089727cf,0,1,0,1,32
e22546e1-7dae-4d89-a23e-17b01a530bb4,290260e6-b980-47f4-9a0c-1be62b4797b9,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,27c830f0-44de-4537-9367-da97545a7d31,0,1,0,1,24
e22546e1-7dae-4d89-a23e-17b01a530bb4,8cc612f0-44ae-46c3-9441-a8a3c4fb8639,0,1,0,1,40
e22546e1-7dae-4d89-a23e-17b01a530bb4,780d8e3f-5ad8-4880-a0bf-8766b9a00ff4,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,9e2b0636-0510-425c-9e2b-d1342bdfdf14,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,29b72ed3-03f5-454e-92db-38d96cf0b40b,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,874841a2-8504-41ac-9ce9-7b739c6f61a3,0,0,0,1,1
e22546e1-7dae-4d89-a23e-17b01a530bb4,2fbc2f9a-ca72-4e4a-89f9-42c59dd43de9,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,a0367aaf-98b2-48d4-b370-0dfa009b4477,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,b58bbba1-2ca3-4e01-8f2f-7ac5f9bed580,0,0,0,1,36
e22546e1-7dae-4d89-a23e-17b01a530bb4,4e676b9b-49c5-411f-be15-ee6b23f5bf32,1,0,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,d9be8cf9-c7f3-4cad-adc8-cdbedd48ff30,1,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,39295e33-5cc4-4a5a-a289-dadb6d7e3f69,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,d75b53d1-eb81-49b4-aeef-653e0bdf331e,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,9efe1543-aefc-4629-b882-e153c3e6c067,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,4daa875f-3837-4a23-919f-91b2c6967ae6,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,8c7b89e4-14a5-4a19-9d54-f438ac7844b3,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,6c57caf2-49c0-47fa-ba94-e8e77138e6d0,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,e0104830-c3d6-4968-abe5-77f8714f0e2f,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,db7f1116-3c87-4eae-9b66-3390b9e8fdc1,0,1,0,1,28
e22546e1-7dae-4d89-a23e-17b01a530bb4,9e59b3bf-dcfa-4959-98c9-3cffd0a51815,0,0,0,1,1
e22546e1-7dae-4d89-a23e-17b01a530bb4,d2b09145-4771-44ba-93bd-f756c8279cc3,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,aa405073-951d-42c4-8c3a-ea7d2a3b7bb7,0,0,0,1,20
e22546e1-7dae-4d89-a23e-17b01a530bb4,3dc62bcb-0a2b-4a62-9c6b-d1199e922250,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,9ce1200f-3bfb-4aeb-8581-6623915d64c6,0,0,0,1,8
e22546e1-7dae-4d89-a23e-17b01a530bb4,29ee0561-0490-479c-adb3-3699bf348308,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,a40a3653-5351-4d3a-aaa9-8b64018f818c,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,351f9ab2-42d9-41ab-81ce-43dabb0c5526,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,026b2a54-5bb8-42c0-a7be-a9c6644e643d,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,bb2f2e02-65ff-4fa0-a8dd-62f36d04b185,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,d5c1d0a3-6a67-4663-b941-36ef630c06ef,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,2eb79191-62e2-4bd5-a549-ae4f054b6cfd,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,ae8d22be-90d5-4744-9897-0a95e238e799,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,912aec42-08a4-40ec-957c-4cc31caa04fc,0,1,0,0,
e22546e1-7dae-4d89-a23e-17b01a530bb4,9acf3737-f86f-4fb8-ab00-2e2ede7169ea,0,1,0,0,
