id,name,dex_num,type,category,target,power,accuracy,priority,pp,short_description,long_description,has_secondary_effect,is_multi_hit,multi_hit_high,multi_hit_low,ignores_substitute,ignores_protect,bounceable,bite,bullet,contact,dance,heal,powder,pulse,punch,slice,sound,wind,boosted_by_sheer_force,ohko,is_z_move,is_max_move,is_legal
03a62ff8-f59b-48f8-ae6f-5aa4635d58e8,Taunt,269,Dark,Status,normal,0,100,0,20,Target can't use status moves its next 3 turns.,Prevents the target from using non-damaging moves for its next three turns. Pokemon with the Oblivious Ability or protected by the Aroma Veil Ability are immune.,false,false,,,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
03bfbdfc-3b1f-4abc-9052-7b4ee6db65cc,Metal Sound,319,Steel,Status,normal,0,85,0,40,Lowers the target's Sp. Def by 2.,Lowers the target's Special Defense by 2 stages.,false,false,,,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true
03bfd164-a351-4375-9bc0-278ff4b9529b,Wing Attack,17,Flying,Physical,any,60,100,0,35,No additional effect.,No additional effect.,false,false,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
03e1c326-8f5d-499a-93eb-70d7cc1c842c,X-Scissor,404,Bug,Physical,normal,80,100,0,15,No additional effect.,No additional effect.,false,false,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
043a7c05-a8b2-4d26-ba08-c068dffad2c9,Drain Punch,409,Fighting,Physical,normal,75,100,0,10,User recovers 50% of the damage dealt.,"The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",false,false,,,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,true
04f0867d-c6ac-4d86-8e1b-251a782ed4b2,Pollen Puff,676,Bug,Special,normal,90,100,0,15,"If the target is an ally, heals 50% of its max HP.","If the target is an ally, this move restores 1/2 of its maximum HP, rounded down, instead of dealing damage.",false,false,,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true
052e574a-957e-4259-85b7-5d75ec06d9c1,Water Sport,346,Water,Status,all,0,-1,0,15,"For 5 turns, Fire-type attacks have 1/3 power.","For 5 turns, all Fire-type attacks used by any active Pokemon have their power multiplied by 0.33. Fails if this effect is already active.",false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
05ab22ef-9444-4e0b-8a22-e06ad1117858,Malicious Moonsault,696,Dark,Physical,normal,180,-1,0,1,Damage doubles if the target used Minimize.,Damage doubles and no accuracy check is done if the target has used Minimize while active.,false,false,,,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false
05c5abd0-2316-4262-a3c2-6bc3bd66ffb6,Clangorous Soulblaze,728,Dragon,Special,allAdjacentFoes,185,-1,0,1,Raises the user's Atk/Def/SpAtk/SpDef/Spe by 1.,"Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage.",false,false,,,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false
062f90c5-589f-4d9b-b2e0-39dbaa96cea8,Malignant Chain,919,Poison,Special,normal,100,100,0,5,50% chance to badly poison the target.,Has a 50% chance to badly poison the target.,true,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true
0699f5f8-1d44-4d7f-a72e-ca29c5e58275,Crush Claw,306,Normal,Physical,normal,75,95,0,10,50% chance to lower the target's Defense by 1.,Has a 50% chance to lower the target's Defense by 1 stage.,true,false,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true
06ebe641-12a9-4ad9-b671-19d1a02e3a70,Rage Powder,476,Bug,Status,self,0,-1,2,20,The foes' moves target the user on the turn used.,"Until the end of the turn, all single-target attacks from the opposing side are redirected to the user. Such attacks are redirected to the user before they can be reflected by Magic Coat or the Magic Bounce Ability, or drawn in by the Lightning Rod or Storm Drain Abilities. Fails if it is not a Double Battle or Battle Royal. This effect is ignored while the user is under the effect of Sky Drop.",false,false,,,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
06f2f645-4d65-4a36-9f42-0d0f6e3e5862,Dynamax Cannon,744,Dragon,Special,normal,100,100,0,5,No additional effect.,No additional effect.,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
07189c18-f54f-43ee-9bf6-6e8203d0cd49,Drum Beating,778,Grass,Physical,normal,80,100,0,10,100% chance to lower the target's Speed by 1.,Has a 100% chance to lower the target's Speed by 1 stage.,true,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true
072127d8-93d9-4ec4-ab97-0a67b7729f7d,Sinister Arrow Raid,695,Ghost,Physical,normal,180,-1,0,1,No additional effect.,No additional effect.,false,false,,,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
072842fa-72a6-457c-8346-13d406aca97a,Sleep Powder,79,Grass,Status,normal,0,75,0,15,Causes the target to fall asleep.,Causes the target to fall asleep.,false,false,,,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
0730d9ef-086f-47b1-88ec-a00247965c23,Electro Drift,879,Electric,Special,normal,100,100,0,5,Deals 1.3333x damage with supereffective hits.,Damage is multiplied by 1.3333 if this move is super effective against the target.,false,false,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
07bc6dfc-1b12-485b-a7a3-ad2b361b53cf,Low Sweep,490,Fighting,Physical,normal,65,100,0,20,100% chance to lower the target's Speed by 1.,Has a 100% chance to lower the target's Speed by 1 stage.,true,false,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true
07e50d0c-9f16-4bdf-af6f-a06a12a26a37,Apple Acid,787,Grass,Special,normal,80,100,0,10,100% chance to lower the target's Sp. Def by 1.,Has a 100% chance to lower the target's Special Defense by 1 stage.,true,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true
080b1f90-6837-4340-be24-61f467e17891,Dragon Dance,349,Dragon,Status,self,0,-1,0,20,Raises the user's Attack and Speed by 1.,Raises the user's Attack and Speed by 1 stage.,false,false,,,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true
080c50fd-8d78-470e-af54-20199690d38a,Mystical Fire,595,Fire,Special,normal,75,100,0,10,100% chance to lower the target's Sp. Atk by 1.,Has a 100% chance to lower the target's Special Attack by 1 stage.,true,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true
080f1070-c37e-4136-8164-fc40ea7b797b,Teeter Dance,298,Normal,Status,allAdjacent,0,100,0,20,Confuses adjacent Pokemon.,Causes the target to become confused.,false,false,,,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true
082defde-cc4a-43e3-a2cc-facef8baf065,Blazing Torque,896,Fire,Physical,normal,80,100,0,10,30% chance to burn the target.,Has a 30% chance to burn the target.,true,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
0898dff6-7ebd-45df-8e9b-a1661e0f6c71,Harden,106,Normal,Status,self,0,-1,0,30,Raises the user's Defense by 1.,Raises the user's Defense by 1 stage.,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
08e29ed9-0451-4bb1-89ec-ba0ceb5699ef,Brick Break,280,Fighting,Physical,normal,75,100,0,15,"Destroys screens, unless the target is immune.","If this attack does not miss, the effects of Reflect, Light Screen, and Aurora Veil end for the target's side of the field before damage is calculated.",false,false,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
08e56883-2d5a-43bb-bd55-62f74ddf7e94,Sunsteel Strike,713,Steel,Physical,normal,100,100,0,5,Ignores the Abilities of other Pokemon.,This move and its effects ignore the Abilities of other Pokemon.,false,false,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
08fb398b-e75e-4d64-a8fa-11d43fe1df73,Toxic Spikes,390,Poison,Status,foeSide,0,-1,0,20,Poisons grounded foes on switch-in. Max 2 layers.,"Sets up a hazard on the opposing side of the field, poisoning each opposing Pokemon that switches in, unless it is a Flying-type Pokemon or has the Levitate Ability. Can be used up to two times before failing. Opposing Pokemon become poisoned with one layer and badly poisoned with two layers. Can be removed from the opposing side if any Pokemon uses Tidy Up, or if any opposing Pokemon uses Mortal Spin, Rapid Spin, or Defog successfully, is hit by Defog, or a grounded Poison-type Pokemon switches in. Safeguard prevents the opposing party from being poisoned on switch-in, but a substitute does not.",false,false,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
08fd952c-ef1c-4788-9bab-129060b5305d,Petal Dance,80,Grass,Special,randomNormal,120,100,0,10,Lasts 2-3 turns. Confuses the user afterwards.,"The user spends two or three turns locked into this move and becomes confused immediately after its move on the last turn of the effect if it is not already. This move targets an opposing Pokemon at random on each turn. If the user is prevented from moving, is asleep at the beginning of a turn, or the attack is not successful against the target on the first turn of the effect or the second turn of a three-turn effect, the effect ends without causing confusion. If this move is called by Sleep Talk and the user is asleep, the move is used for one turn and does not confuse the user.",false,false,,,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true
093b3cd9-6cb4-413e-ad6c-c88a50af5bb6,Psycho Shift,375,Psychic,Status,normal,0,100,0,10,Transfers the user's status ailment to the target.,"The user's non-volatile status condition is transferred to the target, and the user is then cured. Fails if the user has no non-volatile status condition or if the target already has one.",false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
09a5c645-eda2-4f06-b4aa-e0f395733c92,Magnitude,222,Ground,Physical,allAdjacent,0,100,0,30,Hits adjacent Pokemon. Power varies; 2x on Dig.,"The power of this move varies; 5% chances for 10 and 150 power, 10% chances for 30 and 110 power, 20% chances for 50 and 90 power, and 30% chance for 70 power. Damage doubles if the target is using Dig.",false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
09eb288f-8f4f-4f77-ae0e-da7ae250ae43,Roost,355,Flying,Status,self,0,-1,0,5,Heals 50% HP. Flying-type removed 'til turn ends.,"The user restores 1/2 of its maximum HP, rounded half up. If the user is not Terastallized, until the end of the turn Flying-type users lose their Flying type and pure Flying-type users become Normal type. Does nothing if the user's HP is full.",false,false,,,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
09ffa5e6-3175-4951-a216-fc38a35c4c57,Razor Shell,534,Water,Physical,normal,75,95,0,10,50% chance to lower the target's Defense by 1.,Has a 50% chance to lower the target's Defense by 1 stage.,true,false,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true
0a3b1a5c-c11f-4cdc-ba68-8a2c173ed189,Acupressure,367,Normal,Status,adjacentAllyOrSelf,0,-1,0,30,Raises a random stat of the user or an ally by 2.,Raises a random stat by 2 stages as long as the stat is not already at stage 6. The user can choose to use this move on itself or an adjacent ally. Fails if no stat stage can be raised or if used on an ally with a substitute.,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
0aa2fcd9-3dc0-4878-aa61-630b54b3f356,G-Max Gravitas,1000,Psychic,Physical,adjacentFoe,10,-1,0,5,Base move affects power. Starts Gravity.,"Power is equal to the base move's Max Move power. If this move is successful, the effect of Gravity begins.",false,false,,,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
0ab121ab-baca-4f8b-9985-db6265c9c3a9,Leech Seed,73,Grass,Status,normal,0,90,0,10,1/8 of target's HP is restored to user every turn.,"The Pokemon at the user's position steals 1/8 of the target's maximum HP, rounded down, at the end of each turn. If Big Root is held by the recipient, the HP recovered is 1.3x normal, rounded half down. If the target uses Baton Pass, the replacement will continue being leeched. If the target switches out or uses Mortal Spin or Rapid Spin successfully, the effect ends. Grass-type Pokemon are immune to this move on use, but not its effect.",false,false,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
0ace1bbb-d017-4c05-9fb8-87e628d1eef6,Dragon Rage,82,Dragon,Special,normal,0,100,0,10,Deals 40 HP of damage to the target.,Deals 40 HP of damage to the target.,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
0af331e4-9e4d-4b7d-aa55-c0d9e57ae0c4,Population Bomb,860,Normal,Physical,normal,20,90,0,10,Hits 10 times. Each hit can miss.,"Hits ten times. This move checks accuracy for each hit, and the attack ends if the target avoids a hit. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit ten times. If the user is holding Loaded Dice, this move hits four to ten times at random without checking accuracy between hits.",false,true,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
0b1c2f2a-feb5-4c89-843f-90b037919b87,Crunch,242,Dark,Physical,normal,80,100,0,15,20% chance to lower the target's Defense by 1.,Has a 20% chance to lower the target's Defense by 1 stage.,true,false,,,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true
0b502186-426a-48e4-8f7c-13927453eefb,Wide Guard,469,Rock,Status,allySide,0,-1,3,10,Protects allies from multi-target moves this turn.,"The user and its party members are protected from moves made by other Pokemon, including allies, during this turn that target all adjacent foes or all adjacent Pokemon. This move modifies the same 1/X chance of being successful used by other protection moves, where X starts at 1 and triples each time this move is successfully used, but does not use the chance to check for failure. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn or if this move is already in effect for the user's side.",false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
0b557af0-25f0-4589-b0e1-e3916e626de9,Happy Hour,603,Normal,Status,allySide,0,-1,0,30,No competitive use.,No competitive use.,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
0ba8fb2a-cc60-4a18-ab12-ca90cfd1905d,Ember,52,Fire,Special,normal,40,100,0,25,10% chance to burn the target.,Has a 10% chance to burn the target.,true,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true
0c24d6ff-b78a-4d11-99c1-62b00658518a,Dig,91,Ground,Physical,normal,80,100,0,10,"Digs underground turn 1, strikes turn 2.","This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks other than Earthquake and Magnitude but takes double damage from them, and is also unaffected by weather. If the user is holding a Power Herb, the move completes in one turn.",false,false,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
0c570267-fe51-4a98-850d-e9a2ac2a6f1a,Hyper Beam,63,Normal,Special,normal,150,90,0,5,User cannot move next turn.,"If this move is successful, the user must recharge on the following turn and cannot select a move.",false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
0d3b9af4-8189-4793-bd62-b004809fa61c,Steel Wing,211,Steel,Physical,normal,70,90,0,25,10% chance to raise the user's Defense by 1.,Has a 10% chance to raise the user's Defense by 1 stage.,true,false,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true
0d4cd2ac-4672-43a4-ae4f-e48afe9a454d,Chilly Reception,881,Ice,Status,all,0,-1,0,10,Starts Snow. User switches out.,"For 5 turns, the weather becomes Snow. The user switches out even if it is trapped and is replaced immediately by a selected party member. The user does not switch out if there are no unfainted party members.",false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
0d7b9911-425c-4bcf-8a6c-4caa4381c486,String Shot,81,Bug,Status,allAdjacentFoes,0,95,0,40,Lowers the foe(s) Speed by 2.,Lowers the target's Speed by 2 stages.,false,false,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
0df75abe-f893-4e36-8cb5-c63d5ab3f1b5,After You,495,Normal,Status,normal,0,-1,0,15,The target makes its move right after the user.,"The target makes its move immediately after the user this turn, no matter the priority of its selected move. Fails if the target would have moved next anyway, or if the target already moved this turn.",false,false,,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
0e7c31a2-7df9-4ced-8f76-81fe184defd8,Peck,64,Flying,Physical,any,35,100,0,35,No additional effect.,No additional effect.,false,false,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
0eaba888-1313-4c23-baa7-acd591d071e3,Trick,271,Psychic,Status,normal,0,100,0,10,User switches its held item with the target's.,"The user swaps its held item with the target's held item. Fails if either the user or the target is holding a Mail or Z-Crystal, if neither is holding an item, if the user is trying to give or take a Mega Stone to or from the species that can Mega Evolve with it, or if the user is trying to give or take a Blue Orb, a Red Orb, a Griseous Orb, a Plate, a Drive, or a Memory to or from a Kyogre, a Groudon, a Giratina, an Arceus, a Genesect, or a Silvally, respectively. The target is immune to this move if it has the Sticky Hold Ability.",false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
0f0d6e32-6810-4067-aa1d-d5259da9076d,Electro Ball,486,Electric,Special,normal,0,100,0,10,More power the faster the user is than the target.,"The power of this move depends on (user's current Speed / target's current Speed), rounded down. Power is equal to 150 if the result is 4 or more, 120 if 3, 80 if 2, 60 if 1, 40 if less than 1. If the target's current Speed is 0, this move's power is 40.",false,false,,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true
0f0f7d70-024d-4541-b388-bb78007e24e7,Liquidation,710,Water,Physical,normal,85,100,0,10,20% chance to lower the target's Defense by 1.,Has a 20% chance to lower the target's Defense by 1 stage.,true,false,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true
0f32fe54-3d6b-434d-8313-dd8ca9cb29fb,Torch Song,871,Fire,Special,normal,80,100,0,10,100% chance to raise the user's Sp. Atk by 1.,Has a 100% chance to raise the user's Special Attack by 1 stage.,true,false,,,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true
0f4a40c2-836e-424c-bec2-13df0c840a26,Acid Downpour,628,Poison,Physical,normal,1,-1,0,1,Power is equal to the base move's Z-Power.,Power is equal to the base move's Z-Power.,false,false,,,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
0f9132a7-2f3b-45c6-bbce-1118b1fb220c,Disarming Voice,574,Fairy,Special,allAdjacentFoes,40,-1,0,15,This move does not check accuracy. Hits foes.,This move does not check accuracy.,false,false,,,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true
0fabc652-e415-4318-9124-1553fd1149c3,Cross Poison,440,Poison,Physical,normal,70,100,0,20,High critical hit ratio. 10% chance to poison.,Has a 10% chance to poison the target and a higher chance for a critical hit.,true,false,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true
0ff31726-311a-47d7-b84b-1091719a42a4,Inferno Overdrive,640,Fire,Physical,normal,1,-1,0,1,Power is equal to the base move's Z-Power.,Power is equal to the base move's Z-Power.,false,false,,,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
0ff3c7fb-8277-4c11-90a2-b399ff4c8627,Work Up,526,Normal,Status,self,0,-1,0,30,Raises the user's Attack and Sp. Atk by 1.,Raises the user's Attack and Special Attack by 1 stage.,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
11633e65-b38a-4a58-bb63-97fa8ed33f3e,Ally Switch,502,Psychic,Status,self,0,-1,2,15,User and ally swap positions; using again can fail.,"The user swaps positions with its ally. Fails if the user is the only Pokemon on its side. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails or if the user's last move used is not Ally Switch.",false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
11d4dcc9-0932-4f91-85bb-bffcdf23c168,Parabolic Charge,570,Electric,Special,allAdjacent,65,100,0,20,User recovers 50% of the damage dealt.,"The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",false,false,,,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
11e0bfe4-02f4-426d-9a06-1fd9380c4015,Pay Day,6,Normal,Physical,normal,40,100,0,20,Scatters coins.,No additional effect.,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
126779f4-6f81-47e1-9995-976137ad0f17,Ivy Cudgel,904,Grass,Physical,normal,100,100,0,10,High critical hit ratio. Type depends on user's form.,"Has a higher chance for a critical hit. If the user is an Ogerpon, this move's type changes depending on its form. Water type for Wellspring Mask, Fire type for Hearthflame Mask, and Rock type for Cornerstone Mask.",false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
128f6299-f0bf-4ebe-bf83-60b8bbff085a,Petal Blizzard,572,Grass,Physical,allAdjacent,90,100,0,15,No additional effect. Hits adjacent Pokemon.,No additional effect.,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
1290b3a3-5dfb-4e6b-9480-8991c2790a27,Flash Cannon,430,Steel,Special,normal,80,100,0,10,10% chance to lower the target's Sp. Def by 1.,Has a 10% chance to lower the target's Special Defense by 1 stage.,true,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true
12cf709b-5ef5-4b93-8972-b61622d9cd33,Blood Moon,901,Normal,Special,normal,140,100,0,5,Cannot be selected the turn after it's used.,Cannot be selected the turn after it's used.,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
12fae7e6-76de-4e52-ab0a-c285d6d526be,Moonblast,585,Fairy,Special,normal,95,100,0,15,30% chance to lower the target's Sp. Atk by 1.,Has a 30% chance to lower the target's Special Attack by 1 stage.,true,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true
13c01e9d-0994-44dc-85e5-a14430752f85,Floral Healing,666,Fairy,Status,normal,0,-1,0,10,Heals the target by 50% of its max HP.,"The target restores 1/2 of its maximum HP, rounded half up. If the terrain is Grassy Terrain, the target instead restores 2/3 of its maximum HP, rounded half down.",false,false,,,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
13f184ce-2394-4e22-9d79-7ac12de895d8,Powder Snow,181,Ice,Special,allAdjacentFoes,40,100,0,25,10% chance to freeze the foe(s).,Has a 10% chance to freeze the target.,true,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true
14028170-54f8-46e8-b937-67dca278c7a1,Return,216,Normal,Physical,normal,0,100,0,20,Max 102 power at maximum Happiness.,"Power is equal to the greater of (user's Happiness * 2/5), rounded down, or 1.",false,false,,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
1403d0ce-c1ce-4fe5-8710-16bdcc8ad31b,Hydro Vortex,642,Water,Physical,normal,1,-1,0,1,Power is equal to the base move's Z-Power.,Power is equal to the base move's Z-Power.,false,false,,,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
